Date,Session_Primary_Channel_Group,Sessions,Impressions,Clicks,CTR(%),Conversion_Rate(%),Attributed_Sales,Marketing_Spend,ROAS
2024-02-28,Email,24,72,3,4.17,4.24,31.62,864.66,0.04
2024-02-28,Lazada Ads,104,1664,29,1.74,3.14,64.83,920.06,0.07
2024-02-28,Direct,87,348,19,5.46,3.69,106.2,0.0,0.0
2024-02-29,Direct,94,282,11,3.9,4.73,89.85,0.0,0.0
2024-02-29,Direct,40,80,11,13.75,1.04,0.0,0.0,0.0
2024-03-01,Organic Search,69,207,7,3.38,4.29,99.13,0.0,0.0
2024-03-01,Paid Search (Google Ads),47,611,11,1.8,4.55,98.74,246.16,0.4
2024-03-03,Organic Search,107,428,12,2.8,3.58,123.06,0.0,0.0
2024-03-03,Organic Search,78,234,15,6.41,4.15,122.75,0.0,0.0
2024-03-03,Organic Search,56,224,7,3.12,2.93,41.12,0.0,0.0
2024-03-04,Referral,22,66,6,9.09,4.9,49.97,0.0,0.0
2024-03-04,Organic Search,94,376,11,2.93,3.74,81.84,0.0,0.0
2024-03-04,Direct,92,184,26,14.13,1.31,43.15,0.0,0.0
2024-03-05,Paid Search (Google Ads),118,2242,14,0.62,1.6,37.68,945.62,0.04
2024-03-05,Paid Search (Google Ads),104,1560,22,1.41,4.94,229.54,519.15,0.44
2024-03-05,Email,22,44,2,4.55,1.1,0.0,718.56,0.0
2024-03-06,Paid Search (Google Ads),79,1501,22,1.47,4.6,78.19,747.27,0.1
2024-03-06,Paid Search (Google Ads),68,1088,8,0.74,1.46,0.0,777.84,0.0
2024-03-06,Direct,67,201,10,4.98,1.4,0.0,0.0,0.0
2024-03-08,Social (FB/IG),62,930,6,0.65,1.58,0.0,605.4,0.0
2024-03-08,Paid Search (Google Ads),66,660,15,2.27,3.18,99.02,168.35,0.59
2024-03-10,Referral,56,224,13,5.8,1.77,0.0,0.0,0.0
2024-03-10,Direct,96,192,12,6.25,3.42,72.61,0.0,0.0
2024-03-11,Lazada Ads,130,2470,70,2.83,2.52,92.87,493.97,0.19
2024-03-11,Referral,40,80,5,6.25,1.51,0.0,0.0,0.0
2024-03-11,Lazada Ads,146,2628,53,2.02,3.87,186.95,735.92,0.25
2024-03-11,Email,39,117,10,8.55,4.43,31.01,507.82,0.06
2024-03-12,Lazada Ads,144,2304,14,0.61,3.51,119.79,588.44,0.2
2024-03-12,Referral,30,60,4,6.67,1.4,0.0,0.0,0.0
2024-03-13,Organic Search,138,276,36,13.04,4.05,157.4,0.0,0.0
2024-03-14,Social (FB/IG),135,1755,43,2.45,1.83,45.52,898.37,0.05
2024-03-15,Lazada Ads,153,2142,35,1.63,2.17,125.5,597.31,0.21
2024-03-16,Organic Search,62,124,12,9.68,3.97,44.75,0.0,0.0
2024-03-16,Shopee Ads,141,1551,27,1.74,2.8,64.92,598.82,0.11
2024-03-16,Direct,43,172,8,4.65,4.43,33.7,0.0,0.0
2024-03-17,Direct,65,260,11,4.23,4.65,104.83,0.0,0.0
2024-03-17,Direct,91,273,16,5.86,3.26,81.62,0.0,0.0
2024-03-19,Paid Search (Google Ads),55,880,11,1.25,3.05,31.83,944.97,0.03
2024-03-19,Paid Search (Google Ads),86,1634,48,2.94,3.73,93.89,810.82,0.12
2024-03-19,Organic Search,149,447,19,4.25,1.79,45.15,0.0,0.0
2024-03-19,Lazada Ads,66,924,5,0.54,2.96,45.42,931.32,0.05
2024-03-19,Email,17,51,4,7.84,4.06,0.0,421.99,0.0
2024-03-20,Shopee Ads,124,1240,33,2.66,3.03,96.66,761.59,0.13
2024-03-20,Lazada Ads,111,1554,39,2.51,2.94,124.37,265.12,0.47
2024-03-20,Paid Search (Google Ads),42,756,4,0.53,2.21,0.0,696.45,0.0
2024-03-20,Paid Search (Google Ads),52,936,9,0.96,1.19,0.0,802.59,0.0
2024-03-21,Shopee Ads,93,1767,36,2.04,2.7,40.34,222.97,0.18
2024-03-22,Email,33,132,9,6.82,2.64,0.0,988.7,0.0
2024-03-23,Direct,98,294,18,6.12,3.7,105.0,0.0,0.0
2024-03-23,Organic Search,136,408,30,7.35,1.52,60.17,0.0,0.0
2024-03-24,Shopee Ads,188,2632,76,2.89,1.31,73.39,907.69,0.08
2024-03-24,Social (FB/IG),171,1881,15,0.8,2.38,125.53,823.57,0.15
2024-03-24,Email,28,56,7,12.5,3.02,0.0,683.31,0.0
2024-03-25,Direct,58,116,10,8.62,2.23,20.56,0.0,0.0
2024-03-25,Shopee Ads,195,2730,64,2.34,4.54,248.12,946.18,0.26
2024-03-25,Direct,89,267,24,8.99,4.4,68.19,0.0,0.0
2024-03-25,Paid Search (Google Ads),61,915,11,1.2,1.4,0.0,589.85,0.0
2024-03-26,Direct,38,114,11,9.65,1.86,0.0,0.0,0.0
2024-03-26,Organic Search,94,376,21,5.59,2.82,93.33,0.0,0.0
2024-03-26,Shopee Ads,131,1441,23,1.6,2.74,108.88,461.47,0.24
2024-03-26,Organic Search,59,177,9,5.08,2.07,28.3,0.0,0.0
2024-03-26,Social (FB/IG),70,1120,24,2.14,3.33,41.73,985.95,0.04
2024-03-27,Paid Search (Google Ads),44,704,15,2.13,4.44,40.3,262.9,0.15
2024-03-27,Email,33,99,8,8.08,1.82,0.0,774.1,0.0
2024-03-27,Organic Search,134,536,21,3.92,1.66,85.85,0.0,0.0
2024-03-28,Direct,52,156,6,3.85,2.01,36.57,0.0,0.0
2024-03-28,Organic Search,88,176,14,7.95,1.75,26.86,0.0,0.0
2024-03-28,Lazada Ads,129,1548,33,2.13,4.61,108.64,412.33,0.26
2024-03-29,Organic Search,95,285,9,3.16,2.59,99.23,0.0,0.0
2024-03-29,Lazada Ads,179,3043,59,1.94,1.48,86.2,542.86,0.16
2024-03-30,Lazada Ads,104,1040,15,1.44,4.48,91.78,884.12,0.1
2024-03-30,Organic Search,138,414,17,4.11,2.37,144.93,0.0,0.0
2024-03-30,Referral,20,60,2,3.33,2.51,0.0,0.0,0.0
2024-03-31,Paid Search (Google Ads),106,1272,15,1.18,4.46,89.71,641.01,0.14
2024-04-01,Organic Search,105,420,19,4.52,3.28,101.38,0.0,0.0
2024-04-01,Email,20,80,3,3.75,3.9,0.0,921.11,0.0
2024-04-01,Email,30,120,6,5.0,2.06,0.0,488.83,0.0
2024-04-02,Shopee Ads,185,3330,61,1.83,1.7,107.88,165.91,0.65
2024-04-02,Referral,29,58,4,6.9,2.85,0.0,0.0,0.0
2024-04-03,Lazada Ads,147,1764,22,1.25,3.5,208.7,470.8,0.44
2024-04-03,Email,39,117,5,4.27,4.54,46.59,895.26,0.05
2024-04-03,Shopee Ads,182,2912,74,2.54,2.33,169.26,481.38,0.35
2024-04-03,Lazada Ads,80,1200,29,2.42,3.66,67.09,580.43,0.12
2024-04-04,Organic Search,137,411,28,6.81,3.01,117.95,0.0,0.0
2024-04-04,Paid Search (Google Ads),73,1314,38,2.89,3.18,61.37,129.51,0.47
2024-04-05,Direct,34,68,5,7.35,2.07,0.0,0.0,0.0
2024-04-05,Referral,32,64,6,9.38,4.37,38.27,0.0,0.0
2024-04-05,Referral,25,100,4,4.0,3.94,0.0,0.0,0.0
2024-04-05,Referral,48,96,9,9.38,1.09,0.0,0.0,0.0
2024-04-06,Paid Search (Google Ads),73,1314,29,2.21,2.8,78.54,598.09,0.13
2024-04-07,Shopee Ads,131,1310,31,2.37,4.81,181.24,314.37,0.58
2024-04-08,Organic Search,86,344,21,6.1,1.51,40.39,0.0,0.0
2024-04-08,Shopee Ads,153,2448,12,0.49,4.02,198.62,993.34,0.2
2024-04-08,Organic Search,81,162,22,13.58,1.04,0.0,0.0,0.0
2024-04-08,Lazada Ads,151,1510,33,2.19,3.41,200.68,438.98,0.46
2024-04-08,Referral,57,171,5,2.92,2.6,22.15,0.0,0.0
2024-04-09,Social (FB/IG),100,1100,10,0.91,3.39,149.17,158.47,0.94
2024-04-10,Organic Search,117,351,35,9.97,2.07,53.45,0.0,0.0
2024-04-12,Social (FB/IG),158,2844,59,2.07,2.58,159.81,712.68,0.22
2024-04-13,Social (FB/IG),107,1819,22,1.21,1.31,23.48,275.46,0.09
2024-04-13,Social (FB/IG),65,975,15,1.54,2.72,28.35,726.31,0.04
2024-04-14,Referral,29,116,3,2.59,4.42,43.13,0.0,0.0
2024-04-14,Referral,38,76,7,9.21,1.24,0.0,0.0,0.0
2024-04-14,Paid Search (Google Ads),72,936,9,0.96,1.79,23.44,500.16,0.05
2024-04-14,Referral,35,140,10,7.14,2.98,26.32,0.0,0.0
2024-04-14,Shopee Ads,181,2353,49,2.08,1.8,111.5,918.35,0.12
2024-04-15,Referral,21,84,5,5.95,4.33,0.0,0.0,0.0
2024-04-16,Referral,48,144,8,5.56,2.47,45.19,0.0,0.0
2024-04-17,Shopee Ads,163,3097,71,2.29,3.74,128.03,235.48,0.54
2024-04-17,Social (FB/IG),99,1881,35,1.86,3.77,141.43,773.12,0.18
2024-04-19,Organic Search,76,152,10,6.58,2.07,24.47,0.0,0.0
2024-04-19,Email,28,84,7,8.33,1.98,0.0,731.71,0.0
2024-04-20,Shopee Ads,77,924,8,0.87,2.09,43.52,196.4,0.22
2024-04-20,Lazada Ads,150,2850,31,1.09,4.25,255.61,514.05,0.5
2024-04-21,Direct,64,256,16,6.25,1.55,0.0,0.0,0.0
2024-04-21,Lazada Ads,93,1395,18,1.29,4.57,80.64,665.18,0.12
2024-04-21,Shopee Ads,108,1296,20,1.54,3.66,139.78,721.9,0.19
2024-04-22,Shopee Ads,76,1140,20,1.75,2.82,80.98,572.47,0.14
2024-04-22,Lazada Ads,99,990,13,1.31,4.14,158.96,247.63,0.64
2024-04-22,Email,23,69,3,4.35,3.33,0.0,226.84,0.0
2024-04-23,Social (FB/IG),149,2384,13,0.55,2.85,95.31,248.76,0.38
2024-04-23,Paid Search (Google Ads),56,616,13,2.11,4.56,88.4,906.06,0.1
2024-04-23,Email,33,132,6,4.55,2.94,0.0,222.84,0.0
2024-04-24,Direct,79,237,10,4.22,3.38,88.67,0.0,0.0
2024-04-24,Paid Search (Google Ads),75,1125,17,1.51,4.82,66.54,873.48,0.08
2024-04-25,Lazada Ads,95,1045,29,2.78,3.37,67.75,229.03,0.3
2024-04-26,Direct,46,184,11,5.98,3.38,38.3,0.0,0.0
2024-04-26,Lazada Ads,103,1751,29,1.66,2.18,45.08,938.68,0.05
2024-04-26,Email,12,36,1,2.78,3.61,0.0,848.19,0.0
2024-04-26,Direct,40,80,4,5.0,4.75,49.86,0.0,0.0
2024-04-26,Email,39,117,4,3.42,3.44,28.06,709.64,0.04
2024-04-27,Referral,27,54,5,9.26,4.6,24.52,0.0,0.0
2024-04-27,Paid Search (Google Ads),62,1116,32,2.87,1.9,39.28,786.54,0.05
2024-04-27,Direct,88,352,11,3.12,3.33,73.81,0.0,0.0
2024-04-27,Email,17,34,2,5.88,3.68,0.0,681.98,0.0
2024-04-28,Shopee Ads,145,2755,46,1.67,3.27,172.67,493.76,0.35
2024-04-28,Referral,54,216,12,5.56,4.98,68.42,0.0,0.0
2024-04-28,Email,39,117,5,4.27,3.89,42.8,889.95,0.05
2024-04-28,Referral,27,54,6,11.11,1.35,0.0,0.0,0.0
2024-04-29,Organic Search,112,224,25,11.16,3.08,128.26,0.0,0.0
2024-04-29,Lazada Ads,162,3078,78,2.53,4.47,214.85,982.03,0.22
2024-04-30,Email,11,22,3,13.64,4.25,0.0,780.71,0.0
2024-04-30,Email,17,34,3,8.82,2.96,0.0,834.18,0.0
2024-05-01,Email,35,70,6,8.57,2.69,0.0,527.4,0.0
2024-05-02,Referral,51,204,7,3.43,4.97,80.46,0.0,0.0
2024-05-03,Paid Search (Google Ads),76,912,18,1.97,3.65,81.39,396.26,0.21
2024-05-03,Shopee Ads,184,2392,68,2.84,4.92,376.57,317.99,1.18
2024-05-03,Direct,68,204,16,7.84,2.66,34.57,0.0,0.0
2024-05-04,Email,38,114,11,9.65,1.23,0.0,524.72,0.0
2024-05-04,Referral,54,108,9,8.33,1.71,0.0,0.0,0.0
2024-05-04,Social (FB/IG),158,2054,35,1.7,2.52,142.59,332.83,0.43
2024-05-04,Direct,40,80,6,7.5,2.06,0.0,0.0,0.0
2024-05-04,Shopee Ads,170,3060,16,0.52,1.08,32.74,795.05,0.04
2024-05-05,Shopee Ads,161,3059,86,2.81,3.45,208.09,974.15,0.21
2024-05-05,Paid Search (Google Ads),72,864,15,1.74,3.46,46.51,616.8,0.08
2024-05-05,Referral,48,144,7,4.86,4.89,90.28,0.0,0.0
2024-05-05,Lazada Ads,130,1820,33,1.81,4.47,149.78,585.9,0.26
2024-05-05,Lazada Ads,73,1095,26,2.37,1.24,0.0,715.49,0.0
2024-05-05,Paid Search (Google Ads),116,2204,24,1.09,4.88,209.76,710.72,0.3
2024-05-06,Email,16,64,4,6.25,4.82,0.0,140.92,0.0
2024-05-06,Email,39,117,10,8.55,1.98,0.0,195.1,0.0
2024-05-06,Email,37,74,10,13.51,1.76,0.0,993.73,0.0
2024-05-07,Email,35,70,10,14.29,3.53,27.95,261.09,0.11
2024-05-07,Email,35,105,6,5.71,4.48,22.06,229.29,0.1
2024-05-08,Paid Search (Google Ads),64,1024,7,0.68,1.99,23.25,266.38,0.09
2024-05-08,Paid Search (Google Ads),61,1037,26,2.51,2.01,31.07,294.21,0.11
2024-05-10,Organic Search,75,300,16,5.33,1.76,38.42,0.0,0.0
2024-05-11,Shopee Ads,173,2941,53,1.8,4.87,396.93,419.93,0.95
2024-05-12,Referral,45,180,4,2.22,3.5,32.43,0.0,0.0
2024-05-12,Paid Search (Google Ads),54,972,23,2.37,3.49,40.28,631.58,0.06
2024-05-13,Lazada Ads,61,1159,24,2.07,1.59,0.0,678.38,0.0
2024-05-13,Social (FB/IG),152,2584,57,2.21,1.45,47.9,154.83,0.31
2024-05-13,Organic Search,121,484,14,2.89,4.12,134.53,0.0,0.0
2024-05-14,Referral,33,66,3,4.55,2.7,0.0,0.0,0.0
2024-05-14,Organic Search,115,460,17,3.7,4.52,196.24,0.0,0.0
2024-05-14,Email,24,96,4,4.17,3.64,0.0,554.48,0.0
2024-05-14,Direct,49,98,6,6.12,1.8,0.0,0.0,0.0
2024-05-14,Social (FB/IG),139,2224,56,2.52,2.55,116.45,943.67,0.12
2024-05-15,Email,35,105,5,4.76,1.98,0.0,976.86,0.0
2024-05-15,Direct,31,124,6,4.84,1.56,0.0,0.0,0.0
2024-05-16,Referral,22,88,2,2.27,2.29,0.0,0.0,0.0
2024-05-17,Referral,55,220,14,6.36,1.49,0.0,0.0,0.0
2024-05-17,Email,37,148,5,3.38,2.13,0.0,918.53,0.0
2024-05-17,Shopee Ads,85,935,14,1.5,4.74,104.26,360.25,0.29
2024-05-19,Shopee Ads,158,2212,43,1.94,4.64,278.19,643.12,0.43
2024-05-20,Shopee Ads,87,1653,43,2.6,4.1,132.69,372.67,0.36
2024-05-22,Paid Search (Google Ads),53,1007,14,1.39,4.53,45.56,852.8,0.05
2024-05-23,Direct,99,297,25,8.42,2.2,58.94,0.0,0.0
2024-05-24,Direct,75,225,10,4.44,2.22,43.07,0.0,0.0
2024-05-24,Direct,98,294,10,3.4,3.73,70.03,0.0,0.0
2024-05-25,Shopee Ads,199,2388,36,1.51,2.76,211.63,926.82,0.23
2024-05-25,Organic Search,82,328,16,4.88,1.44,27.21,0.0,0.0
2024-05-25,Shopee Ads,165,2640,19,0.72,2.83,125.41,668.39,0.19
2024-05-25,Shopee Ads,169,2197,18,0.82,4.19,199.23,857.81,0.23
2024-05-26,Shopee Ads,172,2752,38,1.38,4.62,232.56,624.34,0.37
2024-05-27,Lazada Ads,160,2400,57,2.38,1.98,67.49,506.26,0.13
2024-05-27,Organic Search,93,372,19,5.11,4.58,155.11,0.0,0.0
2024-05-27,Direct,72,216,12,5.56,1.99,22.74,0.0,0.0
2024-05-27,Referral,26,78,5,6.41,3.03,0.0,0.0,0.0
2024-05-27,Email,21,84,2,2.38,1.03,0.0,127.42,0.0
2024-05-28,Organic Search,50,150,7,4.67,2.68,24.64,0.0,0.0
2024-05-28,Email,35,105,8,7.62,4.86,22.75,767.68,0.03
2024-05-28,Direct,63,189,17,8.99,4.81,116.58,0.0,0.0
2024-05-29,Referral,47,141,11,7.8,4.73,53.64,0.0,0.0
2024-05-30,Direct,35,70,5,7.14,1.8,0.0,0.0,0.0
2024-05-30,Paid Search (Google Ads),61,610,7,1.15,4.62,65.07,992.44,0.07
2024-05-30,Shopee Ads,190,1900,40,2.11,2.48,178.57,234.12,0.76
2024-05-31,Direct,63,252,13,5.16,2.23,24.27,0.0,0.0
2024-05-31,Paid Search (Google Ads),44,660,6,0.91,3.96,40.33,173.55,0.23
2024-05-31,Shopee Ads,134,2546,37,1.45,3.58,169.39,630.37,0.27
2024-05-31,Lazada Ads,177,2832,30,1.06,1.45,50.33,290.46,0.17
2024-05-31,Email,21,63,3,4.76,1.6,0.0,322.31,0.0
2024-05-31,Organic Search,60,180,6,3.33,4.98,58.23,0.0,0.0
2024-06-02,Lazada Ads,109,1744,28,1.61,3.6,83.61,977.41,0.09
2024-06-02,Organic Search,72,144,17,11.81,2.19,39.19,0.0,0.0
2024-06-02,Organic Search,64,256,14,5.47,3.23,76.32,0.0,0.0
2024-06-04,Referral,20,60,3,5.0,3.24,0.0,0.0,0.0
2024-06-04,Organic Search,141,564,40,7.09,3.27,158.83,0.0,0.0
2024-06-04,Paid Search (Google Ads),50,500,13,2.6,2.74,33.19,753.55,0.04
2024-06-05,Email,39,156,11,7.05,4.82,36.64,367.03,0.1
2024-06-05,Lazada Ads,174,3306,63,1.91,3.93,234.81,706.23,0.33
2024-06-08,Referral,49,98,13,13.27,1.81,0.0,0.0,0.0
2024-06-08,Referral,46,92,13,14.13,3.55,20.39,0.0,0.0
2024-06-08,Shopee Ads,132,2244,32,1.43,3.38,119.71,993.69,0.12
2024-06-09,Referral,54,108,13,12.04,4.82,90.63,0.0,0.0
2024-06-09,Organic Search,128,512,25,4.88,1.9,79.87,0.0,0.0
2024-06-10,Paid Search (Google Ads),111,1665,31,1.86,3.49,113.07,315.93,0.36
2024-06-10,Paid Search (Google Ads),84,1092,24,2.2,4.38,75.78,983.07,0.08
2024-06-11,Shopee Ads,145,2610,15,0.57,1.2,30.11,983.94,0.03
2024-06-11,Lazada Ads,160,2560,52,2.03,2.45,110.2,276.25,0.4
2024-06-12,Paid Search (Google Ads),95,1140,30,2.63,2.69,94.36,572.33,0.16
2024-06-12,Referral,54,162,15,9.26,2.2,30.83,0.0,0.0
2024-06-12,Shopee Ads,124,2108,60,2.85,2.32,64.51,280.44,0.23
2024-06-13,Shopee Ads,139,1390,14,1.01,4.08,173.55,312.58,0.56
2024-06-13,Direct,40,80,4,5.0,4.56,42.13,0.0,0.0
2024-06-14,Email,10,30,1,3.33,4.66,0.0,699.8,0.0
2024-06-14,Organic Search,110,220,14,6.36,2.36,44.36,0.0,0.0
2024-06-14,Organic Search,145,290,23,7.93,4.22,296.83,0.0,0.0
2024-06-14,Direct,79,316,8,2.53,2.38,43.64,0.0,0.0
2024-06-16,Shopee Ads,84,1176,32,2.72,3.83,71.85,680.54,0.11
2024-06-17,Organic Search,67,268,8,2.99,3.03,71.58,0.0,0.0
2024-06-17,Lazada Ads,67,1206,8,0.66,3.59,63.73,125.48,0.51
2024-06-18,Direct,71,142,18,12.68,2.48,36.5,0.0,0.0
2024-06-18,Referral,52,156,14,8.97,2.63,47.64,0.0,0.0
2024-06-18,Email,31,62,6,9.68,1.74,0.0,729.5,0.0
2024-06-18,Lazada Ads,78,1326,17,1.28,4.53,136.27,205.12,0.66
2024-06-19,Organic Search,145,435,40,9.2,3.24,165.99,0.0,0.0
2024-06-19,Email,16,64,4,6.25,3.38,0.0,506.62,0.0
2024-06-20,Organic Search,61,244,16,6.56,1.21,0.0,0.0,0.0
2024-06-20,Organic Search,116,232,31,13.36,4.28,184.81,0.0,0.0
2024-06-21,Email,29,58,6,10.34,3.76,41.31,414.92,0.1
2024-06-21,Email,34,136,5,3.68,2.37,0.0,373.16,0.0
2024-06-21,Email,22,88,6,6.82,4.94,23.54,641.21,0.04
2024-06-22,Lazada Ads,119,1547,40,2.59,2.8,125.61,695.82,0.18
2024-06-22,Email,38,76,10,13.16,1.88,0.0,688.91,0.0
2024-06-22,Organic Search,114,228,27,11.84,1.28,47.32,0.0,0.0
2024-06-23,Lazada Ads,116,1856,53,2.86,4.63,220.78,847.65,0.26
2024-06-23,Organic Search,73,146,8,5.48,1.28,0.0,0.0,0.0
2024-06-23,Direct,87,261,24,9.2,1.43,29.21,0.0,0.0
2024-06-23,Direct,68,136,7,5.15,3.64,48.42,0.0,0.0
2024-06-23,Email,38,76,9,11.84,3.71,45.56,804.01,0.06
2024-06-25,Lazada Ads,160,1920,18,0.94,3.81,146.77,152.04,0.97
2024-06-26,Referral,52,104,6,5.77,3.18,26.19,0.0,0.0
2024-06-26,Direct,78,312,15,4.81,4.09,61.81,0.0,0.0
2024-06-27,Organic Search,144,432,31,7.18,4.66,269.46,0.0,0.0
2024-06-28,Lazada Ads,174,1740,10,0.57,3.03,133.85,102.32,1.31
2024-06-28,Organic Search,79,237,18,7.59,4.56,103.77,0.0,0.0
2024-06-28,Paid Search (Google Ads),40,760,16,2.11,1.13,0.0,227.09,0.0
2024-06-29,Referral,40,80,8,10.0,2.44,0.0,0.0,0.0
2024-06-29,Referral,58,232,9,3.88,1.95,34.63,0.0,0.0
2024-06-30,Shopee Ads,154,2464,28,1.14,2.27,118.01,841.77,0.14
2024-06-30,Shopee Ads,113,1921,52,2.71,4.22,112.11,832.15,0.13
2024-07-01,Direct,83,332,14,4.22,4.98,108.53,0.0,0.0
2024-07-01,Organic Search,68,272,13,4.78,1.5,43.17,0.0,0.0
2024-07-02,Direct,44,176,6,3.41,3.45,25.46,0.0,0.0
2024-07-03,Shopee Ads,154,1694,28,1.65,4.28,200.67,449.83,0.45
2024-07-03,Email,39,156,8,5.13,3.69,28.08,840.26,0.03
2024-07-05,Social (FB/IG),136,2040,22,1.08,2.68,147.04,426.54,0.34
2024-07-05,Direct,51,204,8,3.92,2.32,25.44,0.0,0.0
2024-07-05,Social (FB/IG),133,1729,26,1.5,4.72,271.03,847.06,0.32
2024-07-06,Referral,28,112,7,6.25,4.34,40.43,0.0,0.0
2024-07-07,Shopee Ads,152,1672,11,0.66,2.3,126.37,152.56,0.83
2024-07-07,Direct,32,96,7,7.29,1.47,0.0,0.0,0.0
2024-07-08,Shopee Ads,141,2397,59,2.46,3.25,191.23,491.98,0.39
2024-07-08,Referral,31,93,7,7.53,4.58,39.02,0.0,0.0
2024-07-09,Organic Search,83,166,20,12.05,2.93,90.3,0.0,0.0
2024-07-11,Paid Search (Google Ads),93,930,23,2.47,2.1,39.37,815.89,0.05
2024-07-11,Paid Search (Google Ads),110,1870,24,1.28,4.17,177.5,266.58,0.67
2024-07-11,Lazada Ads,109,2071,17,0.82,3.82,121.14,336.69,0.36
2024-07-11,Organic Search,103,206,30,14.56,2.42,67.61,0.0,0.0
2024-07-12,Organic Search,111,222,11,4.95,4.59,241.43,0.0,0.0
2024-07-13,Direct,48,144,6,4.17,4.63,75.89,0.0,0.0
2024-07-14,Paid Search (Google Ads),81,1134,20,1.76,3.89,80.4,527.69,0.15
2024-07-15,Social (FB/IG),134,1608,35,2.18,4.65,244.81,286.13,0.86
2024-07-16,Direct,41,164,7,4.27,1.5,0.0,0.0,0.0
2024-07-17,Lazada Ads,88,1496,22,1.47,2.16,23.6,920.25,0.03
2024-07-17,Email,22,66,2,3.03,4.59,29.15,438.55,0.07
2024-07-18,Social (FB/IG),101,1515,14,0.92,3.9,134.41,591.89,0.23
2024-07-18,Social (FB/IG),169,2873,27,0.94,1.81,109.07,247.02,0.44
2024-07-18,Paid Search (Google Ads),46,460,3,0.65,1.6,0.0,268.56,0.0
2024-07-19,Direct,30,90,4,4.44,2.14,0.0,0.0,0.0
2024-07-21,Shopee Ads,107,1070,25,2.34,2.4,93.89,292.77,0.32
2024-07-21,Referral,29,58,5,8.62,4.13,30.29,0.0,0.0
2024-07-21,Referral,46,184,9,4.89,3.94,46.13,0.0,0.0
2024-07-21,Paid Search (Google Ads),55,1045,10,0.96,2.16,46.36,658.75,0.07
2024-07-23,Lazada Ads,110,2090,45,2.15,3.11,91.05,357.95,0.25
2024-07-23,Social (FB/IG),131,1310,12,0.92,1.33,24.14,635.52,0.04
2024-07-23,Social (FB/IG),108,2052,20,0.97,2.83,87.71,886.01,0.1
2024-07-23,Social (FB/IG),150,2700,68,2.52,3.51,159.28,502.98,0.32
2024-07-24,Email,18,36,4,11.11,3.56,0.0,524.32,0.0
2024-07-26,Shopee Ads,120,1320,32,2.42,3.52,83.21,436.21,0.19
2024-07-27,Referral,47,188,6,3.19,4.92,96.74,0.0,0.0
2024-07-27,Paid Search (Google Ads),68,1224,8,0.65,4.23,96.78,310.17,0.31
2024-07-29,Direct,89,178,21,11.8,3.85,89.0,0.0,0.0
2024-07-30,Shopee Ads,160,2560,56,2.19,3.05,86.12,357.2,0.24
2024-07-30,Referral,54,162,10,6.17,4.37,61.44,0.0,0.0
2024-07-31,Email,12,48,1,2.08,1.55,0.0,523.1,0.0
2024-08-01,Referral,53,212,13,6.13,1.35,0.0,0.0,0.0
2024-08-01,Social (FB/IG),98,1372,27,1.97,1.77,37.17,894.9,0.04
2024-08-01,Direct,85,170,16,9.41,4.04,100.08,0.0,0.0
2024-08-02,Paid Search (Google Ads),94,1034,5,0.48,2.72,66.71,705.87,0.09
2024-08-02,Social (FB/IG),130,1560,18,1.15,2.98,139.38,668.38,0.21
2024-08-02,Organic Search,115,460,31,6.74,2.93,93.83,0.0,0.0
2024-08-03,Paid Search (Google Ads),117,1170,25,2.14,1.27,40.31,369.7,0.11
2024-08-03,Direct,44,132,9,6.82,2.13,0.0,0.0,0.0
2024-08-05,Shopee Ads,101,1111,27,2.43,1.19,43.3,610.68,0.07
2024-08-06,Referral,54,162,15,9.26,2.5,29.8,0.0,0.0
2024-08-07,Referral,45,180,4,2.22,2.15,0.0,0.0,0.0
2024-08-07,Paid Search (Google Ads),78,858,25,2.91,2.49,49.2,189.82,0.26
2024-08-08,Paid Search (Google Ads),62,744,11,1.48,2.21,20.54,254.41,0.08
2024-08-08,Email,11,33,2,6.06,2.34,0.0,306.14,0.0
2024-08-09,Organic Search,51,153,6,3.92,2.85,27.81,0.0,0.0
2024-08-09,Shopee Ads,82,820,15,1.83,4.73,89.18,393.63,0.23
2024-08-09,Organic Search,114,228,31,13.6,1.69,28.48,0.0,0.0
2024-08-10,Social (FB/IG),120,1320,39,2.95,4.0,136.49,409.18,0.33
2024-08-11,Organic Search,67,268,18,6.72,4.12,56.14,0.0,0.0
2024-08-11,Organic Search,83,249,9,3.61,2.79,84.11,0.0,0.0
2024-08-11,Paid Search (Google Ads),118,1534,14,0.91,4.53,240.09,181.25,1.32
2024-08-11,Organic Search,105,315,11,3.49,4.2,110.87,0.0,0.0
2024-08-12,Organic Search,116,464,24,5.17,4.84,224.75,0.0,0.0
2024-08-12,Social (FB/IG),86,1204,26,2.16,3.13,82.71,543.56,0.15
2024-08-12,Lazada Ads,105,1365,37,2.71,2.97,78.51,975.06,0.08
2024-08-13,Email,30,90,5,5.56,2.63,0.0,561.71,0.0
2024-08-13,Referral,47,141,8,5.67,1.1,0.0,0.0,0.0
2024-08-14,Referral,25,75,4,5.33,3.62,0.0,0.0,0.0
2024-08-14,Organic Search,105,420,29,6.9,1.37,33.71,0.0,0.0
2024-08-14,Shopee Ads,185,3145,89,2.83,3.91,156.75,899.26,0.17
2024-08-15,Referral,39,78,4,5.13,4.37,49.04,0.0,0.0
2024-08-16,Email,25,75,2,2.67,2.09,0.0,272.91,0.0
