Document_No,Line_No,Item Code,Description,Quantity (Clean),Unit_Price,Line_Discount_Percent,Line_Amount,Net_Amount_Excl_VAT,Posting_Date,Total_Amount_Excl_VAT,Total_VAT_Amount,Total_Amount_Incl_VAT,GST (%),Exchange rate,Sales_Channel,Returns_Refunds,Promo_Flag,Customer_ID
DOC000154,1,CAM-C-NB-135G,Natural Baked Cashews,1,5.19,6,5.19,4.88,2023-07-29,4.88,0.34,5.22,7%,1.0,Lazada,0,N,CUST0038
DOC000155,1,CAM-P-R-135G,Roasted Peanuts,1,1.68,10,1.68,1.51,2024-03-22,1.51,0.11,1.62,7%,1.0,Shopee,0,Y,CUST0013
DOC000156,1,CAM-MN-CM-135G,Natural Cocktail Mix,12,5.06,10,60.72,54.65,2024-11-28,54.65,3.83,58.48,7%,1.0,Shopee,0,Y,CUST0086
DOC000157,1,CAM-MN-CM-135G,Natural Cocktail Mix,3,5.03,7,15.09,14.03,2023-12-16,14.03,0.98,15.01,7%,1.0,Lazada,0,N,CUST0117
DOC000158,1,CAM-C-H-1KG,Honey Cashews 1kg,9,25.99,4,233.91,224.55,2023-05-13,224.55,15.72,240.27,7%,1.0,Shopify,0,N,CUST0048
DOC000159,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.31,13,10.62,9.24,2024-11-26,9.24,0.65,9.89,7%,1.0,Shopee,0,Y,CUST0089
DOC000160,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,5,9.34,8,46.7,42.96,2024-12-07,42.96,3.01,45.97,7%,1.0,Lazada,0,N,CUST0026
DOC000161,1,CAM-C-H-135G,Honey Cashews,4,5.66,12,22.64,19.92,2023-03-07,19.92,1.39,21.31,7%,1.0,Shopee,0,Y,CUST0162
DOC000162,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,28.0,10,112.0,100.8,2024-11-15,100.8,7.06,107.86,7%,1.0,Lazada,0,Y,CUST0196
DOC000163,1,CAM-C-R-135G,Roasted Cashews,4,4.54,8,18.16,16.71,2023-08-24,16.71,1.17,17.88,7%,1.0,Lazada,0,N,CUST0171
DOC000164,1,CAM-MN-FM-135G,Fancy Mixed Nuts,4,4.86,7,19.44,18.08,2023-03-01,18.08,1.27,19.35,7%,1.0,Lazada,0,N,CUST0017
DOC000165,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.44,13,4.32,3.76,2023-02-24,3.76,0.26,4.02,7%,1.0,Shopee,0,Y,CUST0062
DOC000166,1,CAM-A-H-135G,Honey Almonds,2,5.65,11,11.3,10.06,2024-07-18,10.06,0.7,10.76,7%,1.0,Shopee,0,Y,CUST0171
DOC000167,1,CAM-BG&-BB-135G,Broad Beans (Fava) Original,3,2.0,1,6.0,5.94,2023-02-10,5.94,0.42,6.36,7%,1.0,Shopify,0,N,CUST0123
DOC000168,1,CAM-BG&-BB-135G,Broad Beans (Fava) Original,3,2.31,11,6.93,6.17,2024-07-24,6.17,0.43,6.6,7%,1.0,Shopee,0,Y,CUST0059
DOC000169,1,CAM-A-H-135G,Honey Almonds,3,5.3,8,15.9,14.63,2023-06-19,14.63,1.02,15.65,7%,1.0,Lazada,0,N,CUST0012
DOC000170,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.72,10,11.44,10.3,2023-11-25,10.3,0.72,11.02,7%,1.0,Lazada,0,Y,CUST0141
DOC000171,1,CAM-P-C-135G,Cracker Peanuts,5,1.75,14,8.75,7.52,2023-03-15,7.52,0.53,8.05,7%,1.0,Shopee,0,Y,CUST0165
DOC000172,1,CAM-MN-CM-135G,Natural Cocktail Mix,1,5.49,15,5.49,4.67,2024-03-22,4.67,0.33,5.0,7%,1.0,Shopee,0,Y,CUST0020
DOC000173,1,CAM-MN-FM-135G,Fancy Mixed Nuts,3,5.75,14,17.25,14.83,2023-12-13,14.83,1.04,15.87,7%,1.0,Shopee,0,Y,CUST0042
DOC000174,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.41,15,10.82,9.2,2023-11-13,9.2,0.64,9.84,7%,1.0,Lazada,0,Y,CUST0102
DOC000175,1,CAM-C-NB-135G,Natural Baked Cashews,1,5.24,8,5.24,4.82,2024-09-03,4.82,0.34,5.16,7%,1.0,Lazada,0,N,CUST0146
DOC000176,1,CAM-MN-CM-135G,Natural Cocktail Mix,5,5.38,15,26.9,22.86,2023-12-13,22.86,1.6,24.46,7%,1.0,Shopify,0,Y,CUST0018
DOC000177,1,CAM-C-H-135G,Honey Cashews,6,5.34,2,32.04,31.4,2024-04-27,31.4,2.2,33.6,7%,1.0,Shopify,0,N,CUST0034
DOC000178,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,24.7,4,74.1,71.14,2024-08-13,71.14,4.98,76.12,7%,1.0,Shopify,0,N,CUST0139
DOC000179,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,1,10.25,12,10.25,9.02,2024-02-23,9.02,0.63,9.65,7%,1.0,Shopee,0,Y,CUST0159
DOC000180,1,CAM-C-R-1KG,Roasted Cashews 1kg,6,26.4,12,158.4,139.39,2024-12-14,139.39,9.76,149.15,7%,1.0,Shopee,0,Y,CUST0028
DOC000181,1,CAM-C-H-135G,Honey Cashews,8,4.78,11,38.24,34.03,2024-01-24,34.03,2.38,36.41,7%,1.0,Lazada,0,Y,CUST0122
DOC000182,1,CAM-C-H-1KG,Honey Cashews 1kg,2,28.23,15,56.46,47.99,2023-05-24,47.99,3.36,51.35,7%,1.0,Shopee,1,Y,CUST0009
DOC000183,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,5,28.94,6,144.7,136.02,2024-01-20,136.02,9.52,145.54,7%,1.0,Lazada,0,N,CUST0099
DOC000184,1,CAM-P-C-135G,Cracker Peanuts,5,1.67,10,8.35,7.52,2023-06-27,7.52,0.53,8.05,7%,1.0,Lazada,0,Y,CUST0151
DOC000185,1,CAM-A-H-135G,Honey Almonds,3,5.52,15,16.56,14.08,2023-02-08,14.08,0.99,15.07,7%,1.0,Shopee,0,Y,CUST0083
DOC000186,1,CAM-P-B-400G,Baked Pistachios 400g,2,8.93,8,17.86,16.43,2024-07-13,16.43,1.15,17.58,7%,1.0,Lazada,1,N,CUST0027
DOC000187,1,CAM-C-S-135G,Satay Cashews,4,4.88,8,19.52,17.96,2023-07-27,17.96,1.26,19.22,7%,1.0,Lazada,0,N,CUST0169
DOC000188,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.64,12,3.28,2.89,2023-09-12,2.89,0.2,3.09,7%,1.0,Shopee,0,Y,CUST0039
DOC000189,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.17,11,15.51,13.8,2024-12-26,13.8,0.97,14.77,7%,1.0,Lazada,0,Y,CUST0019
DOC000190,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.74,15,11.48,9.76,2023-11-16,9.76,0.68,10.44,7%,1.0,Shopee,1,Y,CUST0006
DOC000191,1,CAM-C-NB-135G,Natural Baked Cashews,3,4.82,14,14.46,12.44,2023-12-05,12.44,0.87,13.31,7%,1.0,Shopee,0,Y,CUST0126
DOC000192,1,CAM-MN-FM-135G,Fancy Mixed Nuts,3,5.49,12,16.47,14.49,2024-11-25,14.49,1.01,15.5,7%,1.0,Shopify,0,Y,CUST0061
DOC000193,1,CAM-C-H-1KG,Honey Cashews 1kg,2,27.13,4,54.26,52.09,2024-08-21,52.09,3.65,55.74,7%,1.0,Shopify,0,N,CUST0093
DOC000194,1,CAM-A-NB-135G,Natural Baked Almonds,2,5.23,4,10.46,10.04,2024-10-24,10.04,0.7,10.74,7%,1.0,Shopify,0,N,CUST0003
DOC000195,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,3,27.71,7,83.13,77.31,2023-12-17,77.31,5.41,82.72,7%,1.0,Lazada,0,N,CUST0003
DOC000196,1,CAM-C-R-135G,Roasted Cashews,4,5.03,14,20.12,17.3,2023-05-18,17.3,1.21,18.51,7%,1.0,Shopee,0,Y,CUST0020
DOC000197,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,27.19,9,108.76,98.97,2023-01-31,98.97,6.93,105.9,7%,1.0,Lazada,0,N,CUST0166
DOC000198,1,CAM-C-H-1KG,Honey Cashews 1kg,3,24.64,7,73.92,68.75,2023-02-06,68.75,4.81,73.56,7%,1.0,Lazada,0,N,CUST0150
DOC000199,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,28.23,5,84.69,80.46,2023-03-09,80.46,5.63,86.09,7%,1.0,Shopify,0,N,CUST0123
DOC000200,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,1,9.58,5,9.58,9.1,2023-08-03,9.1,0.64,9.74,7%,1.0,Lazada,0,N,CUST0157
DOC000201,1,CAM-P-B-400G,Baked Pistachios 400g,1,10.2,8,10.2,9.38,2024-08-09,9.38,0.66,10.04,7%,1.0,Lazada,0,N,CUST0174
DOC000202,1,CAM-C-H-1KG,Honey Cashews 1kg,12,26.69,11,320.28,285.05,2023-06-04,285.05,19.95,305.0,7%,1.0,Shopee,0,Y,CUST0129
DOC000203,1,CAM-MN-FM-135G,Fancy Mixed Nuts,3,5.47,12,16.41,14.44,2023-11-26,14.44,1.01,15.45,7%,1.0,Shopee,1,Y,CUST0064
DOC000204,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.27,15,10.54,8.96,2023-12-13,8.96,0.63,9.59,7%,1.0,Shopee,0,Y,CUST0196
DOC000205,1,CAM-C-H-1KG,Honey Cashews 1kg,6,25.01,2,150.06,147.06,2023-09-09,147.06,10.29,157.35,7%,1.0,Shopify,0,N,CUST0048
DOC000206,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,28.12,6,28.12,26.43,2023-04-15,26.43,1.85,28.28,7%,1.0,Lazada,0,N,CUST0038
DOC000207,1,CAM-P-R-135G,Roasted Peanuts,2,1.48,11,2.96,2.63,2023-08-01,2.63,0.18,2.81,7%,1.0,Shopee,0,Y,CUST0049
DOC000208,1,CAM-P-R-135G,Roasted Peanuts,7,1.75,10,12.25,11.02,2024-10-17,11.02,0.77,11.79,7%,1.0,Shopee,1,Y,CUST0183
DOC000209,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,7,9.39,11,65.73,58.5,2024-12-29,58.5,4.1,62.6,7%,1.0,Shopee,0,Y,CUST0029
DOC000210,1,CAM-C-R-135G,Roasted Cashews,1,5.15,9,5.15,4.69,2023-11-02,4.69,0.33,5.02,7%,1.0,Lazada,0,N,CUST0025
DOC000211,1,CAM-P-GS-135G,Garlic Shandong Groundnuts,1,2.05,10,2.05,1.85,2023-12-14,1.85,0.13,1.98,7%,1.0,Lazada,0,Y,CUST0129
DOC000212,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,2,10.6,7,21.2,19.72,2023-10-02,19.72,1.38,21.1,7%,1.0,Lazada,0,N,CUST0196
DOC000213,1,CAM-C-H-1KG,Honey Cashews 1kg,5,25.98,13,129.9,113.01,2023-10-30,113.01,7.91,120.92,7%,1.0,Shopee,0,Y,CUST0144
DOC000214,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,4,9.77,15,39.08,33.22,2024-04-23,33.22,2.33,35.55,7%,1.0,Shopee,1,Y,CUST0031
DOC000215,1,CAM-A-H-135G,Honey Almonds,3,5.22,10,15.66,14.09,2024-06-11,14.09,0.99,15.08,7%,1.0,Lazada,0,Y,CUST0197
DOC000216,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.49,15,1.49,1.27,2023-09-16,1.27,0.09,1.36,7%,1.0,Shopee,1,Y,CUST0182
DOC000217,1,CAM-A-H-36G,Honey Almonds Mini 36g,4,1.44,12,5.76,5.07,2023-03-16,5.07,0.35,5.42,7%,1.0,Shopee,0,Y,CUST0149
DOC000218,1,CAM-A-S-1KG,Smoked Almonds 1kg,2,21.64,10,43.28,38.95,2024-05-12,38.95,2.73,41.68,7%,1.0,Lazada,0,Y,CUST0187
DOC000219,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,7,5.4,13,37.8,32.89,2023-12-04,32.89,2.3,35.19,7%,1.0,Shopify,0,Y,CUST0170
DOC000220,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,4.82,14,9.64,8.29,2024-11-23,8.29,0.58,8.87,7%,1.0,Shopee,0,Y,CUST0160
DOC000221,1,CAM-P-B-1KG,Baked Pistachios 1kg,2,28.63,12,57.26,50.39,2023-11-20,50.39,3.53,53.92,7%,1.0,Shopee,0,Y,CUST0114
DOC000222,1,CAM-NB-AB-350G,Camel Organic Almond Butter,4,8.97,14,35.88,30.86,2023-01-13,30.86,2.16,33.02,7%,1.0,Shopee,0,Y,CUST0160
DOC000223,1,CAM-C-H-135G,Honey Cashews,2,5.53,2,11.06,10.84,2024-05-29,10.84,0.76,11.6,7%,1.0,Shopify,0,N,CUST0042
DOC000224,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.21,15,50.42,42.86,2024-12-25,42.86,3.0,45.86,7%,1.0,Lazada,0,Y,CUST0097
DOC000225,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.25,2,10.5,10.29,2023-12-16,10.29,0.72,11.01,7%,1.0,Shopify,0,N,CUST0128
DOC000226,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,27.86,15,55.72,47.36,2024-12-10,47.36,3.32,50.68,7%,1.0,Shopify,0,Y,CUST0179
DOC000227,1,CAM-C-R-135G,Roasted Cashews,2,5.12,2,10.24,10.04,2023-04-02,10.04,0.7,10.74,7%,1.0,Shopify,0,N,CUST0104
DOC000228,1,CAM-P-R-135G,Roasted Peanuts,2,1.45,5,2.9,2.76,2023-05-18,2.76,0.19,2.95,7%,1.0,Lazada,0,N,CUST0192
DOC000229,1,CAM-C-R-1KG,Roasted Cashews 1kg,10,25.11,8,251.1,231.01,2023-10-08,231.01,16.17,247.18,7%,1.0,Lazada,0,N,CUST0073
DOC000230,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.7,0,17.1,17.1,2023-11-19,17.1,1.2,18.3,7%,1.0,Shopify,0,N,CUST0068
DOC000231,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,29.27,12,29.27,25.76,2024-11-15,25.76,1.8,27.56,7%,1.0,Shopify,0,Y,CUST0069
DOC000232,1,CAM-MN-CM-135G,Natural Cocktail Mix,3,5.25,13,15.75,13.7,2024-12-19,13.7,0.96,14.66,7%,1.0,Shopify,0,Y,CUST0107
DOC000233,1,CAM-P-S-135G,Shandong Groundnuts,3,1.85,12,5.55,4.88,2024-01-06,4.88,0.34,5.22,7%,1.0,Shopee,0,Y,CUST0065
DOC000234,1,CAM-C-R-135G,Roasted Cashews,4,4.63,11,18.52,16.48,2024-05-02,16.48,1.15,17.63,7%,1.0,Shopee,0,Y,CUST0108
DOC000235,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,5,9.74,3,48.7,47.24,2024-02-29,47.24,3.31,50.55,7%,1.0,Shopify,1,N,CUST0115
DOC000236,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,3,29.55,9,88.65,80.67,2024-10-25,80.67,5.65,86.32,7%,1.0,Lazada,0,N,CUST0085
DOC000237,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.23,14,50.46,43.4,2023-02-19,43.4,3.04,46.44,7%,1.0,Shopee,0,Y,CUST0067
DOC000238,1,CAM-C-H-1KG,Honey Cashews 1kg,2,26.84,12,53.68,47.24,2024-01-29,47.24,3.31,50.55,7%,1.0,Shopify,0,Y,CUST0180
DOC000239,1,CAM-C-H-1KG,Honey Cashews 1kg,3,28.21,7,84.63,78.71,2024-09-07,78.71,5.51,84.22,7%,1.0,Lazada,0,N,CUST0106
DOC000240,1,CAM-A-H-36G,Honey Almonds Mini 36g,7,1.62,13,11.34,9.87,2024-08-06,9.87,0.69,10.56,7%,1.0,Shopee,0,Y,CUST0113
DOC000241,1,CAM-C-R-135G,Roasted Cashews,2,4.73,15,9.46,8.04,2024-07-30,8.04,0.56,8.6,7%,1.0,Shopee,1,Y,CUST0006
DOC000242,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.21,5,10.42,9.9,2024-12-23,9.9,0.69,10.59,7%,1.0,Lazada,0,N,CUST0180
DOC000243,1,CAM-C-H-135G,Honey Cashews,7,5.18,11,36.26,32.27,2023-01-14,32.27,2.26,34.53,7%,1.0,Shopify,0,Y,CUST0088
DOC000244,1,CAM-C-R-1KG,Roasted Cashews 1kg,2,25.1,14,50.2,43.17,2023-02-18,43.17,3.02,46.19,7%,1.0,Lazada,1,Y,CUST0181
DOC000245,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,25.6,10,25.6,23.04,2023-03-24,23.04,1.61,24.65,7%,1.0,Lazada,0,Y,CUST0116
DOC000246,1,CAM-P-B-135G,Baked Pistachios,1,5.87,11,5.87,5.22,2024-02-07,5.22,0.37,5.59,7%,1.0,Shopee,0,Y,CUST0021
DOC000247,1,CAM-MN-CM-135G,Natural Cocktail Mix,8,5.58,14,44.64,38.39,2023-11-30,38.39,2.69,41.08,7%,1.0,Shopee,0,Y,CUST0038
DOC000248,1,CAM-C-NB-135G,Natural Baked Cashews,3,4.85,7,14.55,13.53,2023-01-30,13.53,0.95,14.48,7%,1.0,Lazada,0,N,CUST0048
DOC000249,1,CAM-C-H-135G,Honey Cashews,1,5.16,8,5.16,4.75,2023-08-12,4.75,0.33,5.08,7%,1.0,Lazada,0,N,CUST0085
DOC000250,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,29.53,12,59.06,51.97,2023-11-12,51.97,3.64,55.61,7%,1.0,Shopee,1,Y,CUST0149
DOC000251,1,CAM-C-NB-135G,Natural Baked Cashews,10,4.84,14,48.4,41.62,2024-01-04,41.62,2.91,44.53,7%,1.0,Shopee,0,Y,CUST0117
DOC000252,1,CAM-C-H-135G,Honey Cashews,4,5.71,12,22.84,20.1,2024-07-12,20.1,1.41,21.51,7%,1.0,Shopee,0,Y,CUST0010
DOC000253,1,CAM-P-B-135G,Baked Pistachios,2,5.28,14,10.56,9.08,2023-12-27,9.08,0.64,9.72,7%,1.0,Shopee,0,Y,CUST0009
DOC000254,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,26.64,12,79.92,70.33,2024-09-23,70.33,4.92,75.25,7%,1.0,Shopee,0,Y,CUST0183
DOC000255,1,CAM-C-R-135G,Roasted Cashews,2,5.28,13,10.56,9.19,2024-01-20,9.19,0.64,9.83,7%,1.0,Shopee,0,Y,CUST0028
DOC000256,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,26.16,8,78.48,72.2,2023-10-23,72.2,5.05,77.25,7%,1.0,Lazada,0,N,CUST0094
DOC000257,1,CAM-A-NB-135G,Natural Baked Almonds,6,4.84,14,29.04,24.97,2024-09-04,24.97,1.75,26.72,7%,1.0,Shopee,0,Y,CUST0153
DOC000258,1,CAM-MN-BD-135G,Natural Nutty Berries Delight,1,5.47,10,5.47,4.92,2023-04-24,4.92,0.34,5.26,7%,1.0,Shopee,1,Y,CUST0182
DOC000259,1,CAM-C-R-1KG,Roasted Cashews 1kg,4,27.62,2,110.48,108.27,2024-11-10,108.27,7.58,115.85,7%,1.0,Shopify,0,N,CUST0184
DOC000260,1,CAM-NB-AB-350G,Camel Organic Almond Butter,6,10.78,3,64.68,62.74,2024-04-11,62.74,4.39,67.13,7%,1.0,Shopify,0,N,CUST0047
DOC000261,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.27,8,50.54,46.5,2024-12-10,46.5,3.26,49.76,7%,1.0,Lazada,0,N,CUST0165
DOC000262,1,CAM-A-NB-36G,Natural Baked Almonds Mini 36g,3,1.63,15,4.89,4.16,2023-05-15,4.16,0.29,4.45,7%,1.0,Shopee,1,Y,CUST0038
DOC000263,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,11,28.23,3,310.53,301.21,2023-06-09,301.21,21.08,322.29,7%,1.0,Shopify,0,N,CUST0081
DOC000264,1,CAM-A-H-135G,Honey Almonds,5,5.19,7,25.95,24.13,2023-12-12,24.13,1.69,25.82,7%,1.0,Lazada,0,N,CUST0026
DOC000265,1,CAM-P-B-135G,Baked Pistachios,1,5.03,11,5.03,4.48,2023-03-20,4.48,0.31,4.79,7%,1.0,Shopee,0,Y,CUST0153
DOC000266,1,CAM-C-H-1KG,Honey Cashews 1kg,4,24.55,14,98.2,84.45,2023-01-19,84.45,5.91,90.36,7%,1.0,Shopee,0,Y,CUST0168
DOC000267,1,CAM-P-S-135G,Sugar Peanuts,9,1.72,15,15.48,13.16,2023-10-18,13.16,0.92,14.08,7%,1.0,Shopee,0,Y,CUST0067
DOC000268,1,CAM-C-H-135G,Honey Cashews,6,5.6,5,33.6,31.92,2024-07-05,31.92,2.23,34.15,7%,1.0,Shopify,0,N,CUST0021
DOC000269,1,CAM-C-R-135G,Roasted Cashews,3,4.65,13,13.95,12.14,2024-11-10,12.14,0.85,12.99,7%,1.0,Lazada,0,Y,CUST0109
DOC000270,1,CAM-C-S-135G,Satay Cashews,1,4.92,12,4.92,4.33,2023-06-10,4.33,0.3,4.63,7%,1.0,Shopee,0,Y,CUST0189
DOC000271,1,CAM-MN-CM-135G,Natural Cocktail Mix,4,4.98,12,19.92,17.53,2024-12-06,17.53,1.23,18.76,7%,1.0,Shopee,0,Y,CUST0151
DOC000272,1,CAM-A-H-135G,Honey Almonds,4,5.23,13,20.92,18.2,2023-02-06,18.2,1.27,19.47,7%,1.0,Shopee,1,Y,CUST0012
DOC000273,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,5,29.19,7,145.95,135.73,2023-02-06,135.73,9.5,145.23,7%,1.0,Lazada,0,N,CUST0093
DOC000274,1,CAM-C-NB-135G,Natural Baked Cashews,4,5.44,1,21.76,21.54,2024-05-10,21.54,1.51,23.05,7%,1.0,Shopify,0,N,CUST0095
DOC000275,1,CAM-NB-AB-350G,Camel Organic Almond Butter,2,10.5,10,21.0,18.9,2023-02-01,18.9,1.32,20.22,7%,1.0,Shopee,0,Y,CUST0079
DOC000276,1,CAM-A-H-135G,Honey Almonds,2,4.8,11,9.6,8.54,2024-12-18,8.54,0.6,9.14,7%,1.0,Shopee,0,Y,CUST0011
DOC000277,1,CAM-P-GS-135G,Garlic Shandong Groundnuts,2,1.81,0,3.62,3.62,2023-08-07,3.62,0.25,3.87,7%,1.0,Shopify,0,N,CUST0084
DOC000278,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.37,12,10.74,9.45,2023-03-01,9.45,0.66,10.11,7%,1.0,Shopee,0,Y,CUST0019
DOC000279,1,CAM-BG&-WP-135G,Green Peas Wasabi,1,2.01,11,2.01,1.79,2024-08-01,1.79,0.13,1.92,7%,1.0,Shopee,0,Y,CUST0194
DOC000280,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,4.89,14,9.78,8.41,2023-11-26,8.41,0.59,9.0,7%,1.0,Shopee,0,Y,CUST0117
DOC000281,1,CAM-C-H-1KG,Honey Cashews 1kg,5,27.96,5,139.8,132.81,2024-11-15,132.81,9.3,142.11,7%,1.0,Lazada,0,N,CUST0157
DOC000282,1,CAM-MN-CM-135G,Natural Cocktail Mix,12,5.59,15,67.08,57.02,2023-12-29,57.02,3.99,61.01,7%,1.0,Shopee,0,Y,CUST0125
DOC000283,1,CAM-C-H-135G,Honey Cashews,4,5.44,10,21.76,19.58,2023-01-04,19.58,1.37,20.95,7%,1.0,Lazada,0,Y,CUST0198
DOC000284,1,CAM-A-S-135G,Smoked Almonds,4,5.76,12,23.04,20.28,2023-04-02,20.28,1.42,21.7,7%,1.0,Shopee,0,Y,CUST0068
DOC000285,1,CAM-C-R-135G,Roasted Cashews,1,4.57,14,4.57,3.93,2023-02-15,3.93,0.28,4.21,7%,1.0,Shopee,1,Y,CUST0019
DOC000286,1,CAM-MN-BD-135G,Natural Nutty Berries Delight,1,4.83,11,4.83,4.3,2023-04-19,4.3,0.3,4.6,7%,1.0,Shopee,0,Y,CUST0095
DOC000287,1,CAM-NB-AB-350G,Camel Organic Almond Butter,3,8.94,8,26.82,24.67,2023-08-04,24.67,1.73,26.4,7%,1.0,Lazada,0,N,CUST0127
DOC000288,1,CAM-P-R-135G,Roasted Peanuts,2,1.49,8,2.98,2.74,2023-02-04,2.74,0.19,2.93,7%,1.0,Lazada,0,N,CUST0031
DOC000289,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.07,15,10.14,8.62,2024-11-06,8.62,0.6,9.22,7%,1.0,Lazada,1,Y,CUST0167
DOC000290,1,CAM-C-H-1KG,Honey Cashews 1kg,2,27.57,5,55.14,52.38,2024-04-10,52.38,3.67,56.05,7%,1.0,Shopify,0,N,CUST0003
DOC000291,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.83,11,11.66,10.38,2023-12-06,10.38,0.73,11.11,7%,1.0,Shopee,0,Y,CUST0036
DOC000292,1,CAM-A-H-135G,Honey Almonds,4,4.83,9,19.32,17.58,2024-11-15,17.58,1.23,18.81,7%,1.0,Lazada,0,N,CUST0109
DOC000293,1,CAM-BG&-WP-135G,Green Peas Wasabi,5,2.11,10,10.55,9.5,2024-02-22,9.5,0.67,10.17,7%,1.0,Shopee,0,Y,CUST0190
DOC000294,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,25.84,13,25.84,22.48,2024-04-18,22.48,1.57,24.05,7%,1.0,Shopee,0,Y,CUST0107
DOC000295,1,CAM-C-H-1KG,Honey Cashews 1kg,2,26.38,12,52.76,46.43,2024-05-17,46.43,3.25,49.68,7%,1.0,Shopee,0,Y,CUST0198
DOC000296,1,CAM-P-B-135G,Baked Pistachios,5,5.41,14,27.05,23.26,2023-12-04,23.26,1.63,24.89,7%,1.0,Shopee,0,Y,CUST0070
DOC000297,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,3,10.4,13,31.2,27.14,2023-08-25,27.14,1.9,29.04,7%,1.0,Shopee,0,Y,CUST0144
DOC000298,1,CAM-MN-CM-135G,Natural Cocktail Mix,1,5.37,15,5.37,4.56,2024-11-09,4.56,0.32,4.88,7%,1.0,Shopee,0,Y,CUST0152
DOC000299,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.86,9,17.58,16.0,2023-11-02,16.0,1.12,17.12,7%,1.0,Lazada,0,N,CUST0072
DOC000300,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,4.84,13,14.52,12.63,2023-12-03,12.63,0.88,13.51,7%,1.0,Lazada,0,Y,CUST0035
DOC000301,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,29.45,1,88.35,87.47,2023-08-09,87.47,6.12,93.59,7%,1.0,Shopify,0,N,CUST0167
DOC000302,1,CAM-C-R-1KG,Roasted Cashews 1kg,5,24.79,13,123.95,107.84,2024-01-26,107.84,7.55,115.39,7%,1.0,Shopee,0,Y,CUST0178
DOC000303,1,CAM-C-S-135G,Satay Cashews,2,5.67,13,11.34,9.87,2024-01-19,9.87,0.69,10.56,7%,1.0,Shopify,0,Y,CUST0046
DOC000304,1,CAM-MN-FM-135G,Fancy Mixed Nuts,1,5.13,0,5.13,5.13,2023-11-30,5.13,0.36,5.49,7%,1.0,Shopify,0,N,CUST0135
DOC000305,1,CAM-DF&-C-200G,Dried Cranberries,5,5.0,5,25.0,23.75,2023-10-19,23.75,1.66,25.41,7%,1.0,Lazada,0,N,CUST0192
DOC000306,1,CAM-A-H-135G,Honey Almonds,3,5.46,6,16.38,15.4,2024-01-20,15.4,1.08,16.48,7%,1.0,Lazada,0,N,CUST0191
DOC000307,1,CAM-C-R-135G,Roasted Cashews,2,5.2,11,10.4,9.26,2023-11-08,9.26,0.65,9.91,7%,1.0,Shopify,0,Y,CUST0098
